Dataset is copied to /tmp
Epoch: [0]  [    0/15000]  eta: 22:59:47  lr: 0.000010  loss: 5.3304 (5.3304)  loss_classifier: 4.6187 (4.6187)  loss_box_reg: 0.0135 (0.0135)  loss_objectness: 0.6938 (0.6938)  loss_rpn_box_reg: 0.0044 (0.0044)  time: 5.5192  data: 0.1233  max mem: 2412
Epoch: [0]  [ 1450/15000]  eta: 0:39:46  lr: 0.005000  loss: 0.2715 (0.7295)  loss_classifier: 0.1293 (0.4917)  loss_box_reg: 0.0782 (0.0853)  loss_objectness: 0.0291 (0.1263)  loss_rpn_box_reg: 0.0174 (0.0262)  time: 0.1691  data: 0.0055  max mem: 4141
Epoch: [0]  [ 1500/15000]  eta: 0:39:34  lr: 0.005000  loss: 0.2915 (0.7178)  loss_classifier: 0.1623 (0.4818)  loss_box_reg: 0.0995 (0.0864)  loss_objectness: 0.0243 (0.1235)  loss_rpn_box_reg: 0.0169 (0.0261)  time: 0.1692  data: 0.0057  max mem: 4141
Epoch: [0]  [ 1550/15000]  eta: 0:39:22  lr: 0.005000  loss: 0.2911 (0.7057)  loss_classifier: 0.1578 (0.4721)  loss_box_reg: 0.1000 (0.0869)  loss_objectness: 0.0268 (0.1208)  loss_rpn_box_reg: 0.0130 (0.0258)  time: 0.1666  data: 0.0056  max mem: 4141
Epoch: [0]  [ 1600/15000]  eta: 0:39:14  lr: 0.005000  loss: 0.3339 (0.6942)  loss_classifier: 0.1810 (0.4629)  loss_box_reg: 0.0978 (0.0874)  loss_objectness: 0.0331 (0.1182)  loss_rpn_box_reg: 0.0189 (0.0257)  time: 0.1720  data: 0.0056  max mem: 4141
Epoch: [0]  [ 1650/15000]  eta: 0:39:06  lr: 0.005000  loss: 0.2650 (0.6846)  loss_classifier: 0.1334 (0.4547)  loss_box_reg: 0.0922 (0.0882)  loss_objectness: 0.0288 (0.1160)  loss_rpn_box_reg: 0.0121 (0.0257)  time: 0.1771  data: 0.0055  max mem: 4141
Epoch: [0]  [ 1700/15000]  eta: 0:38:55  lr: 0.005000  loss: 0.2679 (0.6744)  loss_classifier: 0.1352 (0.4464)  loss_box_reg: 0.0794 (0.0885)  loss_objectness: 0.0270 (0.1139)  loss_rpn_box_reg: 0.0162 (0.0256)  time: 0.1715  data: 0.0057  max mem: 4141
Epoch: [0]  [ 1750/15000]  eta: 0:38:44  lr: 0.005000  loss: 0.2509 (0.6641)  loss_classifier: 0.1209 (0.4381)  loss_box_reg: 0.0876 (0.0889)  loss_objectness: 0.0219 (0.1116)  loss_rpn_box_reg: 0.0151 (0.0255)  time: 0.1707  data: 0.0053  max mem: 4141
Epoch: [0]  [ 1800/15000]  eta: 0:38:33  lr: 0.005000  loss: 0.2371 (0.6552)  loss_classifier: 0.1287 (0.4307)  loss_box_reg: 0.0860 (0.0894)  loss_objectness: 0.0217 (0.1097)  loss_rpn_box_reg: 0.0164 (0.0254)  time: 0.1703  data: 0.0055  max mem: 4141
Epoch: [0]  [ 1850/15000]  eta: 0:38:20  lr: 0.005000  loss: 0.3163 (0.6478)  loss_classifier: 0.1543 (0.4241)  loss_box_reg: 0.1040 (0.0901)  loss_objectness: 0.0258 (0.1081)  loss_rpn_box_reg: 0.0162 (0.0254)  time: 0.1656  data: 0.0057  max mem: 4141
Epoch: [0]  [ 1900/15000]  eta: 0:38:11  lr: 0.005000  loss: 0.3242 (0.6393)  loss_classifier: 0.1727 (0.4173)  loss_box_reg: 0.1028 (0.0904)  loss_objectness: 0.0209 (0.1062)  loss_rpn_box_reg: 0.0149 (0.0254)  time: 0.1731  data: 0.0057  max mem: 4141
Epoch: [0]  [ 1950/15000]  eta: 0:38:00  lr: 0.005000  loss: 0.3032 (0.6323)  loss_classifier: 0.1631 (0.4115)  loss_box_reg: 0.0979 (0.0909)  loss_objectness: 0.0239 (0.1045)  loss_rpn_box_reg: 0.0139 (0.0254)  time: 0.1649  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2000/15000]  eta: 0:37:50  lr: 0.005000  loss: 0.2628 (0.6251)  loss_classifier: 0.1251 (0.4057)  loss_box_reg: 0.0933 (0.0912)  loss_objectness: 0.0252 (0.1029)  loss_rpn_box_reg: 0.0174 (0.0253)  time: 0.1701  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2050/15000]  eta: 0:37:42  lr: 0.005000  loss: 0.2699 (0.6183)  loss_classifier: 0.1536 (0.4003)  loss_box_reg: 0.0785 (0.0916)  loss_objectness: 0.0252 (0.1013)  loss_rpn_box_reg: 0.0117 (0.0252)  time: 0.1730  data: 0.0055  max mem: 4141
Epoch: [0]  [ 2100/15000]  eta: 0:37:31  lr: 0.005000  loss: 0.3254 (0.6116)  loss_classifier: 0.1951 (0.3950)  loss_box_reg: 0.0994 (0.0919)  loss_objectness: 0.0255 (0.0997)  loss_rpn_box_reg: 0.0177 (0.0251)  time: 0.1665  data: 0.0055  max mem: 4141
Epoch: [0]  [ 2150/15000]  eta: 0:37:21  lr: 0.005000  loss: 0.3298 (0.6056)  loss_classifier: 0.1892 (0.3900)  loss_box_reg: 0.0953 (0.0923)  loss_objectness: 0.0290 (0.0983)  loss_rpn_box_reg: 0.0154 (0.0251)  time: 0.1693  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2200/15000]  eta: 0:37:11  lr: 0.005000  loss: 0.3132 (0.6004)  loss_classifier: 0.1494 (0.3854)  loss_box_reg: 0.0879 (0.0926)  loss_objectness: 0.0269 (0.0973)  loss_rpn_box_reg: 0.0117 (0.0250)  time: 0.1667  data: 0.0055  max mem: 4141
Epoch: [0]  [ 2250/15000]  eta: 0:37:01  lr: 0.005000  loss: 0.2645 (0.5943)  loss_classifier: 0.1542 (0.3808)  loss_box_reg: 0.0832 (0.0929)  loss_objectness: 0.0230 (0.0958)  loss_rpn_box_reg: 0.0102 (0.0249)  time: 0.1743  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2300/15000]  eta: 0:36:55  lr: 0.005000  loss: 0.2538 (0.5889)  loss_classifier: 0.1372 (0.3766)  loss_box_reg: 0.0838 (0.0932)  loss_objectness: 0.0216 (0.0944)  loss_rpn_box_reg: 0.0117 (0.0247)  time: 0.1807  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2350/15000]  eta: 0:36:46  lr: 0.005000  loss: 0.2898 (0.5840)  loss_classifier: 0.1445 (0.3726)  loss_box_reg: 0.0995 (0.0937)  loss_objectness: 0.0243 (0.0932)  loss_rpn_box_reg: 0.0137 (0.0246)  time: 0.1804  data: 0.0056  max mem: 4141
Epoch: [0]  [ 2400/15000]  eta: 0:36:38  lr: 0.005000  loss: 0.2869 (0.5780)  loss_classifier: 0.1476 (0.3680)  loss_box_reg: 0.0928 (0.0937)  loss_objectness: 0.0194 (0.0918)  loss_rpn_box_reg: 0.0111 (0.0245)  time: 0.1712  data: 0.0059  max mem: 4141
Epoch: [0]  [ 2450/15000]  eta: 0:36:30  lr: 0.005000  loss: 0.2839 (0.5734)  loss_classifier: 0.1506 (0.3643)  loss_box_reg: 0.0940 (0.0942)  loss_objectness: 0.0206 (0.0906)  loss_rpn_box_reg: 0.0089 (0.0244)  time: 0.1743  data: 0.0058  max mem: 4141
Epoch: [0]  [ 2500/15000]  eta: 0:36:22  lr: 0.005000  loss: 0.2404 (0.5680)  loss_classifier: 0.1215 (0.3600)  loss_box_reg: 0.0794 (0.0942)  loss_objectness: 0.0239 (0.0894)  loss_rpn_box_reg: 0.0110 (0.0244)  time: 0.1725  data: 0.0055  max mem: 4241
Epoch: [0]  [ 2550/15000]  eta: 0:36:11  lr: 0.005000  loss: 0.2559 (0.5636)  loss_classifier: 0.1351 (0.3563)  loss_box_reg: 0.0915 (0.0943)  loss_objectness: 0.0212 (0.0886)  loss_rpn_box_reg: 0.0103 (0.0244)  time: 0.1613  data: 0.0054  max mem: 4241
Epoch: [0]  [ 2600/15000]  eta: 0:36:02  lr: 0.005000  loss: 0.2735 (0.5588)  loss_classifier: 0.1519 (0.3526)  loss_box_reg: 0.0901 (0.0944)  loss_objectness: 0.0197 (0.0874)  loss_rpn_box_reg: 0.0115 (0.0243)  time: 0.1691  data: 0.0055  max mem: 4241
Epoch: [0]  [ 2650/15000]  eta: 0:35:51  lr: 0.005000  loss: 0.2895 (0.5547)  loss_classifier: 0.1557 (0.3494)  loss_box_reg: 0.1030 (0.0945)  loss_objectness: 0.0232 (0.0865)  loss_rpn_box_reg: 0.0130 (0.0243)  time: 0.1666  data: 0.0055  max mem: 4241
Epoch: [0]  [ 2700/15000]  eta: 0:35:42  lr: 0.005000  loss: 0.2822 (0.5504)  loss_classifier: 0.1490 (0.3461)  loss_box_reg: 0.0890 (0.0946)  loss_objectness: 0.0247 (0.0855)  loss_rpn_box_reg: 0.0120 (0.0241)  time: 0.1714  data: 0.0056  max mem: 4241
Epoch: [0]  [ 2750/15000]  eta: 0:35:33  lr: 0.005000  loss: 0.2485 (0.5470)  loss_classifier: 0.1330 (0.3435)  loss_box_reg: 0.0881 (0.0949)  loss_objectness: 0.0230 (0.0845)  loss_rpn_box_reg: 0.0120 (0.0241)  time: 0.1718  data: 0.0055  max mem: 4241
Epoch: [0]  [ 2800/15000]  eta: 0:35:24  lr: 0.005000  loss: 0.2881 (0.5435)  loss_classifier: 0.1317 (0.3405)  loss_box_reg: 0.0904 (0.0951)  loss_objectness: 0.0209 (0.0838)  loss_rpn_box_reg: 0.0130 (0.0241)  time: 0.1771  data: 0.0057  max mem: 4241
Epoch: [0]  [ 2850/15000]  eta: 0:35:14  lr: 0.005000  loss: 0.3133 (0.5405)  loss_classifier: 0.1721 (0.3379)  loss_box_reg: 0.0995 (0.0954)  loss_objectness: 0.0255 (0.0829)  loss_rpn_box_reg: 0.0163 (0.0243)  time: 0.1638  data: 0.0056  max mem: 4241
Epoch: [0]  [ 2900/15000]  eta: 0:35:05  lr: 0.005000  loss: 0.3088 (0.5382)  loss_classifier: 0.1576 (0.3357)  loss_box_reg: 0.0992 (0.0958)  loss_objectness: 0.0308 (0.0825)  loss_rpn_box_reg: 0.0154 (0.0243)  time: 0.1805  data: 0.0062  max mem: 4241
Epoch: [0]  [ 2950/15000]  eta: 0:34:55  lr: 0.005000  loss: 0.2940 (0.5349)  loss_classifier: 0.1487 (0.3331)  loss_box_reg: 0.0824 (0.0960)  loss_objectness: 0.0228 (0.0817)  loss_rpn_box_reg: 0.0108 (0.0242)  time: 0.1742  data: 0.0056  max mem: 4241
Epoch: [0]  [ 3000/15000]  eta: 0:34:46  lr: 0.005000  loss: 0.2907 (0.5312)  loss_classifier: 0.1585 (0.3302)  loss_box_reg: 0.1019 (0.0961)  loss_objectness: 0.0185 (0.0808)  loss_rpn_box_reg: 0.0138 (0.0241)  time: 0.1716  data: 0.0056  max mem: 4241
Epoch: [0]  [ 3050/15000]  eta: 0:34:36  lr: 0.005000  loss: 0.2848 (0.5281)  loss_classifier: 0.1511 (0.3277)  loss_box_reg: 0.0925 (0.0963)  loss_objectness: 0.0208 (0.0801)  loss_rpn_box_reg: 0.0129 (0.0241)  time: 0.1654  data: 0.0057  max mem: 4241
Epoch: [0]  [ 3100/15000]  eta: 0:34:26  lr: 0.005000  loss: 0.3337 (0.5257)  loss_classifier: 0.1755 (0.3256)  loss_box_reg: 0.1091 (0.0966)  loss_objectness: 0.0229 (0.0794)  loss_rpn_box_reg: 0.0208 (0.0240)  time: 0.1726  data: 0.0060  max mem: 4241
Epoch: [0]  [ 3150/15000]  eta: 0:34:16  lr: 0.005000  loss: 0.2777 (0.5233)  loss_classifier: 0.1504 (0.3235)  loss_box_reg: 0.0914 (0.0969)  loss_objectness: 0.0243 (0.0789)  loss_rpn_box_reg: 0.0122 (0.0241)  time: 0.1738  data: 0.0061  max mem: 4241
Epoch: [0]  [ 3200/15000]  eta: 0:34:07  lr: 0.005000  loss: 0.2701 (0.5205)  loss_classifier: 0.1302 (0.3212)  loss_box_reg: 0.0975 (0.0971)  loss_objectness: 0.0189 (0.0781)  loss_rpn_box_reg: 0.0122 (0.0240)  time: 0.1650  data: 0.0056  max mem: 4241
Epoch: [0]  [ 3250/15000]  eta: 0:34:00  lr: 0.005000  loss: 0.2592 (0.5176)  loss_classifier: 0.1288 (0.3190)  loss_box_reg: 0.0884 (0.0972)  loss_objectness: 0.0243 (0.0774)  loss_rpn_box_reg: 0.0188 (0.0240)  time: 0.1774  data: 0.0060  max mem: 4241
Epoch: [0]  [ 3300/15000]  eta: 0:33:50  lr: 0.005000  loss: 0.2686 (0.5152)  loss_classifier: 0.1516 (0.3171)  loss_box_reg: 0.0910 (0.0974)  loss_objectness: 0.0215 (0.0768)  loss_rpn_box_reg: 0.0135 (0.0240)  time: 0.1689  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3350/15000]  eta: 0:33:42  lr: 0.005000  loss: 0.2828 (0.5121)  loss_classifier: 0.1355 (0.3147)  loss_box_reg: 0.0904 (0.0974)  loss_objectness: 0.0241 (0.0761)  loss_rpn_box_reg: 0.0129 (0.0240)  time: 0.1740  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3400/15000]  eta: 0:33:33  lr: 0.005000  loss: 0.2870 (0.5104)  loss_classifier: 0.1753 (0.3131)  loss_box_reg: 0.0860 (0.0978)  loss_objectness: 0.0260 (0.0756)  loss_rpn_box_reg: 0.0119 (0.0239)  time: 0.1753  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3450/15000]  eta: 0:33:24  lr: 0.005000  loss: 0.2612 (0.5082)  loss_classifier: 0.1340 (0.3114)  loss_box_reg: 0.0858 (0.0980)  loss_objectness: 0.0228 (0.0749)  loss_rpn_box_reg: 0.0124 (0.0238)  time: 0.1699  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3500/15000]  eta: 0:33:15  lr: 0.005000  loss: 0.3308 (0.5064)  loss_classifier: 0.1589 (0.3099)  loss_box_reg: 0.1092 (0.0983)  loss_objectness: 0.0182 (0.0745)  loss_rpn_box_reg: 0.0161 (0.0238)  time: 0.1762  data: 0.0057  max mem: 4523
Epoch: [0]  [ 3550/15000]  eta: 0:33:06  lr: 0.005000  loss: 0.2945 (0.5043)  loss_classifier: 0.1632 (0.3081)  loss_box_reg: 0.1035 (0.0985)  loss_objectness: 0.0237 (0.0740)  loss_rpn_box_reg: 0.0109 (0.0237)  time: 0.1694  data: 0.0057  max mem: 4523
Epoch: [0]  [ 3600/15000]  eta: 0:32:57  lr: 0.005000  loss: 0.2783 (0.5019)  loss_classifier: 0.1512 (0.3063)  loss_box_reg: 0.0852 (0.0986)  loss_objectness: 0.0246 (0.0734)  loss_rpn_box_reg: 0.0112 (0.0237)  time: 0.1800  data: 0.0060  max mem: 4523
Epoch: [0]  [ 3650/15000]  eta: 0:32:49  lr: 0.005000  loss: 0.2893 (0.5001)  loss_classifier: 0.1556 (0.3048)  loss_box_reg: 0.0932 (0.0988)  loss_objectness: 0.0222 (0.0728)  loss_rpn_box_reg: 0.0157 (0.0237)  time: 0.1740  data: 0.0057  max mem: 4523
Epoch: [0]  [ 3700/15000]  eta: 0:32:41  lr: 0.005000  loss: 0.2901 (0.4977)  loss_classifier: 0.1554 (0.3030)  loss_box_reg: 0.0923 (0.0989)  loss_objectness: 0.0199 (0.0722)  loss_rpn_box_reg: 0.0170 (0.0236)  time: 0.1812  data: 0.0055  max mem: 4523
Epoch: [0]  [ 3750/15000]  eta: 0:32:32  lr: 0.005000  loss: 0.2402 (0.4956)  loss_classifier: 0.1251 (0.3014)  loss_box_reg: 0.0742 (0.0990)  loss_objectness: 0.0156 (0.0715)  loss_rpn_box_reg: 0.0136 (0.0236)  time: 0.1697  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3800/15000]  eta: 0:32:24  lr: 0.005000  loss: 0.2536 (0.4929)  loss_classifier: 0.1401 (0.2994)  loss_box_reg: 0.0823 (0.0990)  loss_objectness: 0.0177 (0.0709)  loss_rpn_box_reg: 0.0186 (0.0236)  time: 0.1760  data: 0.0056  max mem: 4523
Epoch: [0]  [ 3850/15000]  eta: 0:32:15  lr: 0.005000  loss: 0.2710 (0.4909)  loss_classifier: 0.1371 (0.2979)  loss_box_reg: 0.0846 (0.0991)  loss_objectness: 0.0184 (0.0704)  loss_rpn_box_reg: 0.0128 (0.0235)  time: 0.1736  data: 0.0058  max mem: 4523
Epoch: [0]  [ 3900/15000]  eta: 0:32:07  lr: 0.005000  loss: 0.2545 (0.4894)  loss_classifier: 0.1321 (0.2966)  loss_box_reg: 0.0895 (0.0992)  loss_objectness: 0.0233 (0.0701)  loss_rpn_box_reg: 0.0154 (0.0235)  time: 0.1771  data: 0.0057  max mem: 4524
Epoch: [0]  [ 3950/15000]  eta: 0:31:58  lr: 0.005000  loss: 0.2715 (0.4880)  loss_classifier: 0.1596 (0.2952)  loss_box_reg: 0.0878 (0.0993)  loss_objectness: 0.0240 (0.0699)  loss_rpn_box_reg: 0.0139 (0.0236)  time: 0.1721  data: 0.0059  max mem: 4524
Epoch: [0]  [ 4000/15000]  eta: 0:31:49  lr: 0.005000  loss: 0.2997 (0.4861)  loss_classifier: 0.1553 (0.2937)  loss_box_reg: 0.0957 (0.0994)  loss_objectness: 0.0198 (0.0694)  loss_rpn_box_reg: 0.0148 (0.0236)  time: 0.1698  data: 0.0056  max mem: 4524
Epoch: [0]  [ 4050/15000]  eta: 0:31:40  lr: 0.005000  loss: 0.2614 (0.4842)  loss_classifier: 0.1337 (0.2922)  loss_box_reg: 0.0873 (0.0994)  loss_objectness: 0.0255 (0.0691)  loss_rpn_box_reg: 0.0120 (0.0235)  time: 0.1709  data: 0.0056  max mem: 4524
Epoch: [0]  [ 4100/15000]  eta: 0:31:31  lr: 0.005000  loss: 0.2800 (0.4827)  loss_classifier: 0.1616 (0.2911)  loss_box_reg: 0.0927 (0.0996)  loss_objectness: 0.0167 (0.0686)  loss_rpn_box_reg: 0.0089 (0.0235)  time: 0.1694  data: 0.0056  max mem: 4524
Epoch: [0]  [ 4150/15000]  eta: 0:31:21  lr: 0.005000  loss: 0.2862 (0.4814)  loss_classifier: 0.1532 (0.2900)  loss_box_reg: 0.1016 (0.0997)  loss_objectness: 0.0216 (0.0683)  loss_rpn_box_reg: 0.0120 (0.0235)  time: 0.1633  data: 0.0059  max mem: 4524
